Index,Param1,Param2,Param3,obs1,obs2,obs3,obs4
352.04,2499.589962,2.5928,4450.284713,-0.000905076,-0.001941895,-0.004693236,-0.008058497
352.2,2537.673799,2.5942,4467.112205,0.002156945,0.000983043,-0.002105722,-0.005754811
352.35,2574.75925,2.6228,4513.21537,0.010615575,0.009252529,0.00586565,0.00286074
352.5,2630.534219,2.6584,4561.303743,0.012039737,0.009951769,0.004587512,-0.001091839
352.65,2654.127482,2.6759,4583.114052,0.005665706,0.004747045,0.002392182,-8.40E-05
352.81,2643.30934,2.6553,4600.338083,-0.001988509,-0.001139351,0.001303527,0.005225671
352.96,2697.822623,2.6316,4605.342681,-0.003939145,-0.005326841,-0.009093376,-0.014108832
353.11,2698.778112,2.6183,4612.660603,-0.001739512,-0.00148196,-0.000726247,0.000552894
353.26,2683.807343,2.6248,4610.846381,0.001043029,0.001424099,0.002451506,0.003791165
353.42,2675.326955,2.6324,4603.186589,0.000614319,0.000710371,0.000918402,0.000945901
353.57,2595.588861,2.636,4570.743046,-0.002853181,-0.000465705,0.005803936,0.013211214
353.72,2534.508565,2.637,4477.348845,-0.010132352,-0.008838263,-0.005959829,-0.005058602
353.87,2534.508565,2.641,4477.348845,0.000757863,0.000692797,0.000515031,0.000272184
354.03,2459.849891,2.6478,4386.55825,-0.008957111,-0.007255086,-0.003265073,-0.0008501
354.18,2449.176376,2.6541,4330.837324,-0.00520371,-0.005390886,-0.006308044,-0.009456829
354.33,2434.893753,2.6631,4302.471663,-0.001592996,-0.001472508,-0.001355604,-0.002193015
354.48,2423.086096,2.6701,4287.884756,-0.000385524,-0.000203442,0.000183328,0.000190291
354.63,2428.685259,2.6801,4305.145553,0.003877772,0.003665053,0.003216293,0.003232651
354.79,2474.628562,2.6732,4277.894737,-0.004463867,-0.006192263,-0.011127707,-0.018861827
354.94,2496.314496,2.6766,4316.180011,0.005090369,0.004570985,0.003447292,0.003325386
355.09,2470.817121,2.6768,4355.779124,0.004603699,0.005847275,0.009546859,0.016047118
355.24,2537.462537,2.6743,4391.551163,0.003622294,0.001635841,-0.003538208,-0.009373895
355.4,2545.302714,2.6499,4396.174982,-0.00405669,-0.003885177,-0.003382346,-0.002533079
355.55,2552.336292,2.6319,4425.92243,-3.60048E-05,0.000265804,0.001314265,0.00381341
355.7,2558.979095,2.6248,4423.802612,-0.001590192,-0.001718934,-0.002086469,-0.002663122
355.85,2559.623782,2.6305,4433.261094,0.00215252,0.002109552,0.002062331,0.002330607
356.01,2565.440619,2.6241,4464.887352,0.002336281,0.002499231,0.003180706,0.005237965
356.16,2562.852098,2.6247,4464.560355,7.76918E-05,0.000154211,0.000360845,0.000631688
356.31,2524.432665,2.6291,4441.530055,-0.001748419,-0.000682587,0.002056193,0.004989948
356.46,2554.261292,2.6349,4439.977276,0.000926991,-0.000202999,-0.003305553,-0.007611288
356.62,2546.365915,2.6465,4477.151545,0.00636519,0.00674653,0.008066243,0.01119529
356.77,2542.966795,2.6431,4449.505124,-0.003739827,-0.003789283,-0.004123972,-0.005519712
356.92,2539.365159,2.6391,4384.286762,-0.008140042,-0.008471534,-0.009843224,-0.013890767
357.07,2537.673799,2.6319,4345.53257,-0.005805219,-0.005938234,-0.006585823,-0.00880347
357.23,2537.673799,2.6306,4345.53257,-0.000247031,-0.000224457,-0.000162785,-7.85E-05
357.38,2536.617843,2.6416,4347.516011,0.002314578,0.002178388,0.001821219,0.001403925
357.53,2537.462537,2.6555,4341.385597,0.001918536,0.001598324,0.000677451,-0.000797952
357.68,2528.201725,2.6771,4340.952788,0.004000708,0.003960512,0.003847119,0.003675546
357.84,2511.122096,2.6946,4332.006822,0.002226344,0.002470426,0.003069031,0.003565656
357.99,2510.294844,2.6974,4333.546598,0.000696977,0.000692648,0.000692445,0.000747201
358.14,2516.51255,2.6799,4346.400103,-0.001773602,-0.001596977,-0.001017062,0.000237336
358.29,2529.460581,2.6607,4362.824385,-0.001709264,-0.001712509,-0.001597563,-0.000851863
358.44,2539.153615,2.6621,4438.360952,0.008845544,0.009104458,0.010396366,0.014977423
358.6,2552.550038,2.684,4476.756995,0.008403142,0.00789385,0.006788779,0.0066479
358.75,2558.120017,2.6979,4437.133332,-0.00186245,-0.002593482,-0.004875444,-0.009327973
358.9,2559.193955,2.6941,4472.749685,0.00329266,0.003607512,0.004734153,0.007544308
359.05,2558.120017,2.6644,4448.401173,-0.008271772,-0.007943184,-0.00722184,-0.007066269
359.21,2551.268101,2.6434,4376.606407,-0.01209143,-0.012077156,-0.012550235,-0.015581113
359.36,2551.268101,2.6274,4361.887862,-0.004719902,-0.004563874,-0.004246904,-0.004329348
359.51,2555.54624,2.6313,4358.893688,0.00039829,0.000152001,-0.000543392,-0.001599654
359.66,2563.714358,2.6388,4370.331073,0.002733358,0.002402395,0.001584006,0.000873774
359.82,2589.634664,2.635,4398.966647,0.002544898,0.001915635,0.000410312,-0.000623604
359.97,2598.243969,2.6538,4411.509292,0.004978262,0.004442413,0.003071559,0.001641702
360.12,2616.982914,2.6675,4426.243792,0.004241763,0.00345293,0.001405746,-0.000875632
360.27,2618.556701,2.6868,4429.524349,0.003975017,0.003607912,0.002629089,0.001406439
360.43,2548.494983,2.6698,4423.481605,-0.003856211,-0.001097444,0.006371285,0.016281213
360.58,2580.645161,2.6524,4458.356493,0.000657223,0.000110603,-0.001125269,-0.001580364
360.73,2552.550038,2.6456,4384.349827,-0.009652632,-0.009149482,-0.008304224,-0.009610033
360.88,2547.217115,2.6527,4370.143091,-0.000282742,-0.000330798,-0.000567474,-0.001387764
361.04,2540,2.6601,4365.323747,0.000841165,0.000932742,0.00114676,0.001268321
361.19,2533.244681,2.6671,4365.073682,0.001285368,0.001405387,0.001731236,0.002166847
361.34,2527.992038,2.6776,4374.847498,0.003082852,0.003173179,0.003493369,0.004279009
361.49,2523.178808,2.6935,4388.642516,0.004534413,0.004553355,0.004708716,0.005412844
361.65,2523.387698,2.6886,4403.033586,0.000726473,0.000917723,0.001548097,0.002921334
361.8,2527.153636,2.6746,4440.430057,0.001618349,0.002023156,0.003411238,0.006654004
361.95,2533.455241,2.67,4412.275622,-0.004040991,-0.004409479,-0.005621142,-0.008239805
362.1,2533.244681,2.6945,4439.524586,0.007645307,0.007471909,0.007202312,0.007806226
362.25,2533.244681,2.72,4378.178057,-0.002247698,-0.003150451,-0.006056952,-0.012081777
362.41,2500.205069,2.7319,4362.824385,0.000426215,0.001275216,0.003476267,0.005929761
362.56,2491.621025,2.7209,4357.024415,-0.002682454,-0.002250327,-0.001113528,0.000233034
362.71,2529.250685,2.7208,4354.783404,-0.000275615,-0.001614844,-0.005296777,-0.010427725
362.86,2530.090479,2.7224,4371.710102,0.002233634,0.002316901,0.002672401,0.003766155
363.02,2536.195706,2.72,4399.411102,0.002717227,0.002768546,0.003118261,0.004593944
363.17,2543.815724,2.6963,4462.338043,0.002725366,0.003365243,0.00559371,0.010944188
363.32,2548.281916,2.6617,4469.666975,-0.005637138,-0.005168356,-0.003834006,-0.001756944
363.47,2538.096428,2.6378,4454.382042,-0.006222591,-0.005603725,-0.00402482,-0.002394375
363.63,2508.848465,2.6404,4461.031833,0.001238467,0.002252139,0.005066885,0.009131296
363.78,2503.079576,2.6623,4400.36381,-0.002716433,-0.003355884,-0.005536261,-0.010538158
363.93,2541.482531,2.6853,4379.12159,0.001881485,7.60E-06,-0.005275531,-0.013252998
364.08,2490.80657,2.6975,4362.324856,0.000344975,0.001803875,0.005654115,0.010288016
364.24,2471.217772,2.6934,4343.365253,-0.002938376,-0.002340249,-0.000848822,0.000518493
364.39,2468.016194,2.69,4332.253113,-0.001912417,-0.001836947,-0.001714051,-0.001939227
364.54,2468.016194,2.6723,4332.253113,-0.003300822,-0.003013665,-0.002229213,-0.001157904
364.69,2457.271848,2.6575,4340.890965,-0.001780914,-0.001088929,0.000866316,0.003845084
364.85,2450.751789,2.6505,4319.115772,-0.003833206,-0.003671632,-0.003392878,-0.003777714
365,2430.04066,2.651,4335.149127,0.001946966,0.002801652,0.005256969,0.009184706
365.15,2449.176376,2.6671,4353.041988,0.005086811,0.004317958,0.002351468,0.000304939
365.3,2465.819917,2.6881,4377.800758,0.006757129,0.006053493,0.004317459,0.002835204
365.46,2484.31005,2.73,4393.386857,0.009510173,0.008344759,0.005275388,0.001630689
365.61,2527.782385,2.747,4402.969982,0.004193317,0.002508382,-0.002032222,-0.007925542
365.76,2538.942107,2.7345,4417.263268,-0.000659889,-0.000731619,-0.000821266,-0.000438472
365.91,2539.788351,2.7019,4450.934579,-0.002199805,-0.00142325,0.000950935,0.005398957
366.06,2497.54179,2.6791,4387.442242,-0.011420493,-0.010105454,-0.00697499,-0.004844922
366.22,2468.815811,2.684,4369.453962,-0.001140536,-0.000367664,0.001607394,0.003666516
366.37,2457.073761,2.6947,4349.253007,-0.00032764,-0.00025647,-0.000212365,-0.0008597
366.52,2457.271848,2.7044,4359.392431,0.002960884,0.002884182,0.002751157,0.002932462
366.67,2533.034156,2.7038,4367.763384,0.000848242,-0.001694518,-0.008603376,-0.017829063
366.83,2537.251311,2.7002,4372.149066,-0.000164374,-0.000218304,-0.000332825,-0.000333729
366.98,2539.365159,2.6802,4387.884372,-0.001920948,-0.001531091,-0.000347596,0.001831403
367.13,2537.04012,2.6504,4358.893688,-0.008904642,-0.0085566,-0.007819333,-0.007815956
367.28,2532.823666,2.6258,4328.00852,-0.008217682,-0.007896515,-0.007247943,-0.007436952
367.44,2524.014574,2.6122,4325.613079,-0.002873222,-0.002335374,-0.000884561,0.001010012
367.59,2510.501606,2.6103,4303.018325,-0.002982387,-0.002647546,-0.0019027,-0.001684208
367.74,2529.040823,2.6047,4317.769719,0.000637318,0.000185217,-0.000938673,-0.001943756
367.89,2529.040823,2.5989,4317.769719,-0.001114613,-0.001012132,-0.000732158,-0.000349737
368.05,2541.270635,2.6006,4330.591194,0.001809486,0.001441822,0.000534238,-0.000244744
368.2,2545.09018,2.6062,4340.087428,0.002170726,0.002011677,0.001649032,0.001494718
368.35,2545.727888,2.6286,4355.716878,0.006076364,0.005788807,0.005121574,0.004772572
368.5,2545.727888,2.6463,4353.850329,0.003141206,0.002818855,0.001924098,0.000635344
368.66,2540.423404,2.6722,4337.061385,0.00293804,0.002544893,0.001345495,-0.000883477
368.81,2470.416599,2.6826,4325.613079,0.000620617,0.002883816,0.00895875,0.016773733
368.96,2457.668118,2.684,4331.45277,0.00093543,0.001412226,0.002758379,0.004804397
369.11,2453.711158,2.6795,4281.620498,-0.006624627,-0.006823607,-0.007735273,-0.010702505
369.27,2516.51255,2.6862,4292.897283,0.002563819,0.000299775,-0.005817914,-0.013829512
369.42,2465.02224,2.6985,4310.015696,0.00427407,0.006092548,0.011179712,0.018708999
369.57,2537.04012,2.7085,4318.687391,0.002854432,0.000208658,-0.006978053,-0.01656678
369.72,2544.028044,2.7079,4335.704125,0.00185548,0.001752831,0.001601944,0.002011616
369.87,2550.841075,2.6983,4367.888567,0.001922108,0.00210649,0.00285619,0.005053128
370.03,2554.261292,2.6864,4367.888567,-0.002209965,-0.002130504,-0.001913458,-0.001617167
370.18,2547.430004,2.6825,4380.380265,0.0007015,0.001116027,0.002342292,0.004462664
370.33,2543.815724,2.6818,4366.199201,-0.001751819,-0.001727409,-0.001765969,-0.002315006
370.48,2539.576737,2.6702,4363.386492,-0.002489616,-0.002163912,-0.001295273,-0.000208699
370.64,2523.596622,2.6563,4348.198237,-0.004353029,-0.003669223,-0.001915511,-5.78E-05
370.79,2535.14098,2.6542,4386.053272,0.003938654,0.003875625,0.003992206,0.005530844
370.94,2539.365159,2.6696,4382.521675,0.002489917,0.002053102,0.000833215,-0.00095811
371.09,2540.211684,2.6888,4362.449727,0.001287914,0.000771777,-0.000786871,-0.003615564
371.25,2542.542543,2.6941,4379.373267,0.002920522,0.002887307,0.002924282,0.003581601
371.4,2538.519197,2.6904,4368.45198,-0.001935613,-0.001819998,-0.001585363,-0.001648164
371.55,2538.519197,2.6655,4368.45198,-0.004649079,-0.004228142,-0.003078279,-0.001508079
371.7,2537.04012,2.6473,4366.699617,-0.003626297,-0.003277833,-0.002339038,-0.001119005
371.86,2546.153204,2.6446,4371.459304,3.44876E-05,-0.000205061,-0.000824167,-0.001501994
372.01,2549.347608,2.6523,4402.588398,0.005001515,0.005012061,0.005276763,0.006762791
372.16,2539.153615,2.6612,4411.445443,0.002679854,0.002960948,0.003794532,0.005244801
372.31,2535.562765,2.6437,4409.786021,-0.003486952,-0.00308188,-0.001987688,-0.000551749
372.47,2481.276457,2.6419,4361.263736,-0.005872632,-0.004336338,-0.000504246,0.003037287
372.62,2492.639843,2.6326,4351.364084,-0.002899436,-0.003225064,-0.004189074,-0.005856562
372.77,2508.02271,2.6408,4355.218975,0.001997729,0.001350503,-0.000389941,-0.002634114
372.92,2453.316162,2.644,4317.830885,-0.003705335,-0.002125731,0.001900494,0.006059232
